[Mon Apr 20 03:55:42 PM EDT 2026] GPU=1 model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot max_new_tokens=256

--- model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot n=500 ---
[144/500] sample_id=241 correct=1 latency=5.203s tokens=256 tps=49.20
[145/500] sample_id=244 correct=1 latency=5.179s tokens=256 tps=49.43
[146/500] sample_id=247 correct=1 latency=5.215s tokens=256 tps=49.09
[147/500] sample_id=249 correct=1 latency=3.843s tokens=190 tps=49.45
[148/500] sample_id=251 correct=1 latency=5.231s tokens=256 tps=48.94
[149/500] sample_id=256 correct=1 latency=5.226s tokens=256 tps=48.99
[150/500] sample_id=258 correct=1 latency=5.230s tokens=256 tps=48.95
[151/500] sample_id=259 correct=1 latency=5.229s tokens=256 tps=48.96
[152/500] sample_id=260 correct=1 latency=5.233s tokens=256 tps=48.92
[153/500] sample_id=261 correct=1 latency=5.232s tokens=256 tps=48.93
[154/500] sample_id=262 correct=1 latency=5.237s tokens=256 tps=48.88
[155/500] sample_id=263 correct=1 latency=5.231s tokens=256 tps=48.94
[156/500] sample_id=264 correct=1 latency=5.231s tokens=256 tps=48.94
[157/500] sample_id=265 correct=1 latency=5.222s tokens=256 tps=49.03
[158/500] sample_id=266 correct=1 latency=3.861s tokens=191 tps=49.47
[159/500] sample_id=267 correct=1 latency=5.181s tokens=256 tps=49.41
[160/500] sample_id=268 correct=1 latency=1.752s tokens=86 tps=49.10
[161/500] sample_id=272 correct=1 latency=5.226s tokens=256 tps=48.98
[162/500] sample_id=275 correct=1 latency=5.237s tokens=256 tps=48.89
[163/500] sample_id=277 correct=1 latency=4.894s tokens=239 tps=48.83
[164/500] sample_id=278 correct=1 latency=5.234s tokens=256 tps=48.91
[165/500] sample_id=279 correct=1 latency=5.240s tokens=256 tps=48.86
[166/500] sample_id=280 correct=1 latency=5.238s tokens=256 tps=48.87
[167/500] sample_id=282 correct=1 latency=5.234s tokens=256 tps=48.91
[168/500] sample_id=283 correct=1 latency=5.234s tokens=256 tps=48.91
[169/500] sample_id=286 correct=1 latency=5.234s tokens=256 tps=48.91
[170/500] sample_id=287 correct=1 latency=5.245s tokens=256 tps=48.81
[171/500] sample_id=288 correct=1 latency=5.235s tokens=256 tps=48.91
[172/500] sample_id=289 correct=1 latency=5.187s tokens=256 tps=49.36
[173/500] sample_id=290 correct=1 latency=5.184s tokens=256 tps=49.38
[174/500] sample_id=293 correct=1 latency=5.206s tokens=256 tps=49.18
[175/500] sample_id=294 correct=1 latency=5.181s tokens=256 tps=49.41
[176/500] sample_id=295 correct=1 latency=5.236s tokens=256 tps=48.90
[177/500] sample_id=297 correct=1 latency=5.228s tokens=256 tps=48.97
[178/500] sample_id=298 correct=1 latency=5.231s tokens=256 tps=48.94
[179/500] sample_id=299 correct=1 latency=5.234s tokens=256 tps=48.92
[180/500] sample_id=301 correct=1 latency=5.235s tokens=256 tps=48.90
[181/500] sample_id=302 correct=1 latency=5.236s tokens=256 tps=48.89
[182/500] sample_id=306 correct=1 latency=5.236s tokens=256 tps=48.89
[183/500] sample_id=307 correct=1 latency=5.243s tokens=256 tps=48.82
[184/500] sample_id=308 correct=1 latency=5.235s tokens=256 tps=48.90
[185/500] sample_id=309 correct=1 latency=5.197s tokens=256 tps=49.26
[186/500] sample_id=310 correct=1 latency=4.424s tokens=219 tps=49.50
[187/500] sample_id=311 correct=1 latency=5.199s tokens=256 tps=49.24
[188/500] sample_id=312 correct=1 latency=5.210s tokens=256 tps=49.13
[189/500] sample_id=313 correct=1 latency=5.230s tokens=256 tps=48.95
[190/500] sample_id=315 correct=1 latency=5.235s tokens=256 tps=48.90
[191/500] sample_id=316 correct=1 latency=5.256s tokens=256 tps=48.71
[192/500] sample_id=317 correct=1 latency=5.230s tokens=256 tps=48.94
[193/500] sample_id=318 correct=1 latency=5.195s tokens=256 tps=49.28
[194/500] sample_id=320 correct=1 latency=5.205s tokens=256 tps=49.18
[195/500] sample_id=324 correct=1 latency=5.225s tokens=256 tps=49.00
[196/500] sample_id=325 correct=1 latency=5.233s tokens=256 tps=48.92
[197/500] sample_id=326 correct=1 latency=5.243s tokens=256 tps=48.83
[198/500] sample_id=327 correct=1 latency=5.202s tokens=256 tps=49.21
[199/500] sample_id=328 correct=1 latency=5.179s tokens=256 tps=49.43
[200/500] sample_id=329 correct=1 latency=5.215s tokens=256 tps=49.09
[201/500] sample_id=330 correct=1 latency=5.222s tokens=256 tps=49.02
[202/500] sample_id=333 correct=1 latency=5.233s tokens=256 tps=48.92
[203/500] sample_id=334 correct=1 latency=5.204s tokens=256 tps=49.19
[204/500] sample_id=335 correct=1 latency=5.222s tokens=256 tps=49.02
[205/500] sample_id=336 correct=1 latency=5.196s tokens=256 tps=49.26
[206/500] sample_id=337 correct=1 latency=5.178s tokens=256 tps=49.44
[207/500] sample_id=339 correct=1 latency=5.177s tokens=256 tps=49.45
[208/500] sample_id=340 correct=1 latency=4.064s tokens=201 tps=49.46
[209/500] sample_id=341 correct=1 latency=5.200s tokens=256 tps=49.23
[210/500] sample_id=342 correct=1 latency=5.241s tokens=256 tps=48.84
[211/500] sample_id=343 correct=1 latency=5.202s tokens=256 tps=49.21
[212/500] sample_id=349 correct=1 latency=5.229s tokens=256 tps=48.95
[213/500] sample_id=350 correct=1 latency=5.205s tokens=256 tps=49.19
[214/500] sample_id=351 correct=1 latency=5.212s tokens=256 tps=49.11
[215/500] sample_id=353 correct=1 latency=5.228s tokens=256 tps=48.97
[216/500] sample_id=354 correct=1 latency=4.404s tokens=215 tps=48.81
[217/500] sample_id=355 correct=1 latency=5.251s tokens=256 tps=48.76
[218/500] sample_id=356 correct=1 latency=5.239s tokens=256 tps=48.86
[219/500] sample_id=357 correct=1 latency=5.251s tokens=256 tps=48.76
[220/500] sample_id=358 correct=1 latency=5.238s tokens=256 tps=48.87
[221/500] sample_id=359 correct=1 latency=5.252s tokens=256 tps=48.75
[222/500] sample_id=360 correct=1 latency=5.231s tokens=256 tps=48.93
[223/500] sample_id=361 correct=1 latency=5.259s tokens=256 tps=48.68
[224/500] sample_id=364 correct=1 latency=5.248s tokens=256 tps=48.78
[225/500] sample_id=365 correct=1 latency=5.242s tokens=256 tps=48.84
[226/500] sample_id=366 correct=1 latency=5.210s tokens=256 tps=49.14
[227/500] sample_id=368 correct=1 latency=5.227s tokens=256 tps=48.97
[228/500] sample_id=369 correct=1 latency=5.232s tokens=256 tps=48.93
[229/500] sample_id=372 correct=1 latency=5.208s tokens=256 tps=49.15
[230/500] sample_id=374 correct=1 latency=5.223s tokens=256 tps=49.01
[231/500] sample_id=375 correct=1 latency=5.201s tokens=256 tps=49.22
[232/500] sample_id=376 correct=1 latency=5.234s tokens=256 tps=48.92
[233/500] sample_id=377 correct=1 latency=5.210s tokens=256 tps=49.13
[234/500] sample_id=378 correct=1 latency=5.232s tokens=256 tps=48.93
[235/500] sample_id=380 correct=1 latency=5.226s tokens=256 tps=48.99
[236/500] sample_id=381 correct=1 latency=5.230s tokens=256 tps=48.95
[237/500] sample_id=383 correct=1 latency=5.237s tokens=256 tps=48.88
[238/500] sample_id=384 correct=1 latency=5.209s tokens=256 tps=49.15
[239/500] sample_id=385 correct=1 latency=5.228s tokens=256 tps=48.96
[240/500] sample_id=386 correct=1 latency=5.186s tokens=256 tps=49.36
[241/500] sample_id=391 correct=1 latency=5.208s tokens=256 tps=49.15
[242/500] sample_id=392 correct=1 latency=5.192s tokens=256 tps=49.30
[243/500] sample_id=393 correct=1 latency=5.203s tokens=256 tps=49.21
[244/500] sample_id=395 correct=1 latency=5.238s tokens=256 tps=48.88
[245/500] sample_id=396 correct=1 latency=5.239s tokens=256 tps=48.87
[246/500] sample_id=397 correct=1 latency=5.236s tokens=256 tps=48.89
[247/500] sample_id=398 correct=1 latency=5.233s tokens=256 tps=48.92
[248/500] sample_id=400 correct=1 latency=5.231s tokens=256 tps=48.94
[249/500] sample_id=401 correct=1 latency=5.233s tokens=256 tps=48.92
[250/500] sample_id=402 correct=1 latency=5.234s tokens=256 tps=48.91
[251/500] sample_id=403 correct=1 latency=5.243s tokens=256 tps=48.83
[252/500] sample_id=404 correct=1 latency=5.231s tokens=256 tps=48.94
[253/500] sample_id=406 correct=1 latency=5.189s tokens=256 tps=49.34
[254/500] sample_id=407 correct=1 latency=5.236s tokens=256 tps=48.89
[255/500] sample_id=409 correct=1 latency=5.190s tokens=256 tps=49.32
[256/500] sample_id=411 correct=1 latency=5.182s tokens=256 tps=49.40
[257/500] sample_id=413 correct=1 latency=5.241s tokens=256 tps=48.84
[258/500] sample_id=414 correct=1 latency=5.240s tokens=256 tps=48.85
[259/500] sample_id=415 correct=1 latency=5.227s tokens=256 tps=48.98
[260/500] sample_id=417 correct=1 latency=5.227s tokens=256 tps=48.98
[261/500] sample_id=418 correct=1 latency=5.239s tokens=256 tps=48.86
[262/500] sample_id=419 correct=1 latency=5.229s tokens=256 tps=48.96
[263/500] sample_id=421 correct=1 latency=5.233s tokens=256 tps=48.92
[264/500] sample_id=422 correct=1 latency=5.235s tokens=256 tps=48.91
[265/500] sample_id=423 correct=1 latency=5.231s tokens=256 tps=48.94
[266/500] sample_id=424 correct=1 latency=5.204s tokens=256 tps=49.19
[267/500] sample_id=425 correct=1 latency=5.178s tokens=256 tps=49.44
[268/500] sample_id=426 correct=1 latency=5.221s tokens=256 tps=49.03
[269/500] sample_id=427 correct=1 latency=5.217s tokens=256 tps=49.07
[270/500] sample_id=428 correct=1 latency=5.221s tokens=256 tps=49.03
[271/500] sample_id=430 correct=1 latency=5.228s tokens=256 tps=48.96
[272/500] sample_id=431 correct=1 latency=5.236s tokens=256 tps=48.90
[273/500] sample_id=434 correct=1 latency=5.225s tokens=256 tps=48.99
[274/500] sample_id=435 correct=1 latency=5.231s tokens=256 tps=48.94
[275/500] sample_id=436 correct=1 latency=5.229s tokens=256 tps=48.96
[276/500] sample_id=437 correct=1 latency=5.230s tokens=256 tps=48.94
[277/500] sample_id=439 correct=1 latency=5.232s tokens=256 tps=48.93
[278/500] sample_id=440 correct=1 latency=5.234s tokens=256 tps=48.91
[279/500] sample_id=442 correct=1 latency=5.224s tokens=256 tps=49.01
[280/500] sample_id=443 correct=1 latency=5.177s tokens=256 tps=49.45
[281/500] sample_id=444 correct=1 latency=5.179s tokens=256 tps=49.43
[282/500] sample_id=446 correct=1 latency=5.193s tokens=256 tps=49.30
[283/500] sample_id=447 correct=1 latency=5.218s tokens=256 tps=49.06
[284/500] sample_id=449 correct=1 latency=5.233s tokens=256 tps=48.92
[285/500] sample_id=450 correct=1 latency=5.238s tokens=256 tps=48.88
[286/500] sample_id=451 correct=1 latency=5.237s tokens=256 tps=48.89
[287/500] sample_id=452 correct=1 latency=5.231s tokens=256 tps=48.94
[288/500] sample_id=454 correct=1 latency=5.234s tokens=256 tps=48.91
[289/500] sample_id=456 correct=1 latency=5.238s tokens=256 tps=48.87
[290/500] sample_id=457 correct=1 latency=5.241s tokens=256 tps=48.85
[291/500] sample_id=458 correct=1 latency=5.245s tokens=256 tps=48.81
[292/500] sample_id=460 correct=1 latency=5.243s tokens=256 tps=48.82
[293/500] sample_id=461 correct=1 latency=5.206s tokens=256 tps=49.18
[294/500] sample_id=463 correct=1 latency=5.220s tokens=256 tps=49.04
[295/500] sample_id=466 correct=1 latency=5.222s tokens=256 tps=49.02
[296/500] sample_id=467 correct=1 latency=5.179s tokens=256 tps=49.43
[297/500] sample_id=468 correct=1 latency=5.231s tokens=256 tps=48.94
[298/500] sample_id=471 correct=1 latency=5.236s tokens=256 tps=48.89
[299/500] sample_id=472 correct=1 latency=5.238s tokens=256 tps=48.87
[300/500] sample_id=474 correct=1 latency=5.244s tokens=256 tps=48.82
[301/500] sample_id=475 correct=1 latency=5.247s tokens=256 tps=48.79
[302/500] sample_id=476 correct=1 latency=5.244s tokens=256 tps=48.82
[303/500] sample_id=477 correct=1 latency=5.246s tokens=256 tps=48.80
[304/500] sample_id=480 correct=1 latency=5.246s tokens=256 tps=48.80
[305/500] sample_id=481 correct=1 latency=5.245s tokens=256 tps=48.81
[306/500] sample_id=483 correct=1 latency=5.214s tokens=256 tps=49.10
[307/500] sample_id=485 correct=1 latency=5.184s tokens=256 tps=49.39
[308/500] sample_id=487 correct=1 latency=5.229s tokens=256 tps=48.96
[309/500] sample_id=489 correct=1 latency=5.182s tokens=256 tps=49.40
[310/500] sample_id=490 correct=1 latency=5.214s tokens=256 tps=49.10
[311/500] sample_id=491 correct=1 latency=5.208s tokens=256 tps=49.16
[312/500] sample_id=493 correct=1 latency=5.206s tokens=256 tps=49.18
[313/500] sample_id=494 correct=1 latency=5.232s tokens=256 tps=48.93
[314/500] sample_id=495 correct=1 latency=5.231s tokens=256 tps=48.94
[315/500] sample_id=496 correct=1 latency=4.358s tokens=213 tps=48.88
[316/500] sample_id=499 correct=1 latency=5.232s tokens=256 tps=48.93
[317/500] sample_id=501 correct=1 latency=5.242s tokens=256 tps=48.84
[318/500] sample_id=502 correct=1 latency=5.238s tokens=256 tps=48.87
[319/500] sample_id=503 correct=1 latency=5.231s tokens=256 tps=48.94
[320/500] sample_id=504 correct=1 latency=5.183s tokens=256 tps=49.40
[321/500] sample_id=506 correct=1 latency=5.211s tokens=256 tps=49.12
[322/500] sample_id=507 correct=1 latency=5.223s tokens=256 tps=49.02
[323/500] sample_id=508 correct=1 latency=5.207s tokens=256 tps=49.16
[324/500] sample_id=509 correct=1 latency=5.231s tokens=256 tps=48.94
[325/500] sample_id=510 correct=1 latency=5.235s tokens=256 tps=48.90
[326/500] sample_id=513 correct=1 latency=5.233s tokens=256 tps=48.92
[327/500] sample_id=515 correct=1 latency=5.237s tokens=256 tps=48.88
[328/500] sample_id=516 correct=1 latency=5.237s tokens=256 tps=48.88
[329/500] sample_id=520 correct=1 latency=5.228s tokens=256 tps=48.97
[330/500] sample_id=522 correct=1 latency=5.235s tokens=256 tps=48.90
[331/500] sample_id=523 correct=1 latency=5.231s tokens=256 tps=48.94
[332/500] sample_id=524 correct=1 latency=5.236s tokens=256 tps=48.89
[333/500] sample_id=525 correct=1 latency=5.236s tokens=256 tps=48.89
[334/500] sample_id=527 correct=1 latency=5.228s tokens=256 tps=48.96
[335/500] sample_id=528 correct=1 latency=5.201s tokens=256 tps=49.22
[336/500] sample_id=530 correct=1 latency=5.227s tokens=256 tps=48.98
[337/500] sample_id=531 correct=0 latency=4.165s tokens=204 tps=48.98
[338/500] sample_id=532 correct=1 latency=5.234s tokens=256 tps=48.91
[339/500] sample_id=533 correct=1 latency=5.236s tokens=256 tps=48.89
[340/500] sample_id=534 correct=1 latency=5.238s tokens=256 tps=48.87
[341/500] sample_id=535 correct=1 latency=5.231s tokens=256 tps=48.94
[342/500] sample_id=536 correct=1 latency=5.235s tokens=256 tps=48.90
[343/500] sample_id=537 correct=1 latency=5.236s tokens=256 tps=48.89
[344/500] sample_id=538 correct=1 latency=5.230s tokens=256 tps=48.95
[345/500] sample_id=539 correct=1 latency=5.236s tokens=256 tps=48.89
[346/500] sample_id=542 correct=1 latency=5.234s tokens=256 tps=48.91
[347/500] sample_id=544 correct=1 latency=5.234s tokens=256 tps=48.91
[348/500] sample_id=547 correct=1 latency=5.230s tokens=256 tps=48.95
[349/500] sample_id=548 correct=1 latency=5.186s tokens=256 tps=49.36
[350/500] sample_id=550 correct=1 latency=5.183s tokens=256 tps=49.40
[351/500] sample_id=553 correct=1 latency=5.193s tokens=256 tps=49.30
[352/500] sample_id=554 correct=0 latency=5.196s tokens=256 tps=49.27
[353/500] sample_id=555 correct=1 latency=5.197s tokens=256 tps=49.26
[354/500] sample_id=556 correct=1 latency=5.184s tokens=256 tps=49.38
[355/500] sample_id=559 correct=1 latency=5.212s tokens=256 tps=49.11
[356/500] sample_id=560 correct=1 latency=5.191s tokens=256 tps=49.31
[357/500] sample_id=561 correct=1 latency=5.213s tokens=256 tps=49.11
[358/500] sample_id=569 correct=1 latency=5.185s tokens=256 tps=49.37
[359/500] sample_id=571 correct=1 latency=5.217s tokens=256 tps=49.07
[360/500] sample_id=572 correct=0 latency=5.227s tokens=256 tps=48.97
[361/500] sample_id=575 correct=1 latency=5.232s tokens=256 tps=48.93
[362/500] sample_id=576 correct=1 latency=5.196s tokens=256 tps=49.27
[363/500] sample_id=578 correct=1 latency=5.201s tokens=256 tps=49.22
[364/500] sample_id=579 correct=1 latency=5.214s tokens=256 tps=49.10
[365/500] sample_id=583 correct=1 latency=5.201s tokens=256 tps=49.22
[366/500] sample_id=584 correct=1 latency=5.199s tokens=256 tps=49.24
[367/500] sample_id=585 correct=1 latency=5.235s tokens=256 tps=48.90
[368/500] sample_id=586 correct=1 latency=5.234s tokens=256 tps=48.91
[369/500] sample_id=587 correct=1 latency=5.230s tokens=256 tps=48.95
[370/500] sample_id=588 correct=1 latency=5.230s tokens=256 tps=48.94
[371/500] sample_id=589 correct=1 latency=5.234s tokens=256 tps=48.91
[372/500] sample_id=592 correct=1 latency=5.236s tokens=256 tps=48.90
[373/500] sample_id=593 correct=1 latency=5.232s tokens=256 tps=48.93
[374/500] sample_id=594 correct=1 latency=5.229s tokens=256 tps=48.96
[375/500] sample_id=595 correct=1 latency=5.210s tokens=256 tps=49.14
[376/500] sample_id=596 correct=1 latency=5.180s tokens=256 tps=49.42
[377/500] sample_id=599 correct=1 latency=5.228s tokens=256 tps=48.97
[378/500] sample_id=600 correct=1 latency=5.211s tokens=256 tps=49.13
[379/500] sample_id=601 correct=1 latency=5.210s tokens=256 tps=49.14
[380/500] sample_id=602 correct=1 latency=5.234s tokens=256 tps=48.91
[381/500] sample_id=605 correct=1 latency=5.233s tokens=256 tps=48.92
[382/500] sample_id=606 correct=1 latency=5.225s tokens=256 tps=49.00
[383/500] sample_id=607 correct=1 latency=5.232s tokens=256 tps=48.93
[384/500] sample_id=608 correct=1 latency=5.226s tokens=256 tps=48.99
[385/500] sample_id=612 correct=1 latency=5.235s tokens=256 tps=48.90
[386/500] sample_id=614 correct=1 latency=5.239s tokens=256 tps=48.87
[387/500] sample_id=615 correct=1 latency=5.231s tokens=256 tps=48.94
[388/500] sample_id=617 correct=1 latency=5.225s tokens=256 tps=49.00
[389/500] sample_id=620 correct=1 latency=5.201s tokens=256 tps=49.22
[390/500] sample_id=622 correct=1 latency=5.230s tokens=256 tps=48.95
[391/500] sample_id=624 correct=1 latency=5.225s tokens=256 tps=49.00
[392/500] sample_id=625 correct=1 latency=5.230s tokens=256 tps=48.95
[393/500] sample_id=627 correct=1 latency=5.234s tokens=256 tps=48.91
[394/500] sample_id=628 correct=1 latency=5.234s tokens=256 tps=48.91
[395/500] sample_id=629 correct=1 latency=5.241s tokens=256 tps=48.85
[396/500] sample_id=630 correct=1 latency=5.237s tokens=256 tps=48.88
[397/500] sample_id=631 correct=1 latency=5.252s tokens=256 tps=48.74
[398/500] sample_id=632 correct=1 latency=5.242s tokens=256 tps=48.83
[399/500] sample_id=635 correct=1 latency=5.255s tokens=256 tps=48.71
[400/500] sample_id=636 correct=1 latency=5.244s tokens=256 tps=48.81
[401/500] sample_id=638 correct=1 latency=5.251s tokens=256 tps=48.76
[402/500] sample_id=641 correct=1 latency=5.217s tokens=256 tps=49.07
[403/500] sample_id=644 correct=1 latency=5.241s tokens=256 tps=48.84
[404/500] sample_id=645 correct=1 latency=4.820s tokens=235 tps=48.75
[405/500] sample_id=646 correct=1 latency=5.257s tokens=256 tps=48.70
[406/500] sample_id=648 correct=1 latency=5.251s tokens=256 tps=48.76
[407/500] sample_id=649 correct=1 latency=5.255s tokens=256 tps=48.72
[408/500] sample_id=651 correct=1 latency=5.252s tokens=256 tps=48.75
[409/500] sample_id=652 correct=1 latency=5.262s tokens=256 tps=48.65
[410/500] sample_id=657 correct=1 latency=5.255s tokens=256 tps=48.72
[411/500] sample_id=659 correct=1 latency=5.243s tokens=256 tps=48.83
[412/500] sample_id=661 correct=1 latency=5.246s tokens=256 tps=48.80
[413/500] sample_id=662 correct=1 latency=5.255s tokens=256 tps=48.72
[414/500] sample_id=664 correct=1 latency=5.242s tokens=256 tps=48.83
[415/500] sample_id=666 correct=1 latency=5.241s tokens=256 tps=48.84
[416/500] sample_id=667 correct=1 latency=5.190s tokens=256 tps=49.33
